congress,chamber,state,district,party,id,last_name,first_name,middle_name,nick_name,icpsr,born,died,nominate_dim1,nominate_dim2
100,House,MN,3,R,F000380,Frenzel,William,Eldridge,NA,13015,1928,2014,0.353,-0.815
100,House,TX,24,D,F000392,Frost,Jonas,Martin,NA,14626,1942,NA,-0.316,0.354
100,NA,NA,NA,NA,F000435,Fuster,Jaime,B.,NA,NA,NA,NA,NA,NA
100,House,CA,21,R,G000021,Gallegly,Elton,W.,NA,15413,1944,NA,0.402,-0.1
100,House,NJ,11,R,G000025,Gallo,Dean,Anderson,NA,15099,1935,1994,0.203,-0.498
100,House,NY,18,D,G000047,Garcia,Robert,NA,NA,14470,1933,NA,-0.559,-0.349
100,NA,NA,NA,NA,G000072,Garn,Edwin,Jacob,Jake,NA,NA,NA,NA,NA
100,House,PA,20,D,G000105,Gaydos,Joseph,Matthew,NA,11067,1926,2015,-0.278,0.398
100,House,CT,2,D,G000120,Gejdenson,Samuel,NA,NA,14825,1948,NA,-0.416,-0.486
100,House,PA,17,R,G000121,Gekas,George,William,NA,15026,1930,NA,0.426,-0.295
100,House,MO,3,D,G000132,Gephardt,Richard,Andrew,NA,14421,1941,NA,-0.416,0.245
100,House,FL,7,D,G000153,Gibbons,Sam,Melville,NA,10588,1920,2012,-0.233,0.17
100,House,NY,22,R,G000212,Gilman,Benjamin,Arthur,NA,14015,1922,NA,0.043,-0.425
100,House,GA,6,R,G000225,Gingrich,Newton,Leroy,NA,14627,1943,NA,0.377,-0.257
100,NA,NA,NA,NA,G000236,Glenn,John,Herschel,NA,NA,NA,NA,NA,NA
100,House,KS,4,D,G000240,Glickman,Daniel,Robert,NA,14422,1944,NA,-0.133,-0.149
100,House,TX,20,D,G000272,Gonzalez,Henry,B.,NA,10520,1916,2000,-0.538,0.558
100,House,PA,19,R,G000291,Goodling,William,Franklin,NA,14288,1927,NA,0.336,-0.494
100,House,TN,6,D,G000309,Gordon,Barton,Jennings,NA,15100,1949,NA,-0.204,0.286
100,NA,NA,NA,NA,G000321,Gore,Albert,Arnold,NA,NA,NA,NA,NA,NA
100,House,OH,2,R,G000349,Gradison,Willis,David,NA,14225,1928,NA,0.233,-0.338
100,NA,NA,NA,NA,G000352,Graham,Daniel,Robert,Bob,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,G000365,Gramm,William,Philip,Phil,NA,NA,NA,NA,NA
100,House,IA,6,R,G000371,Grandy,Frederick,Lawrence,NA,15414,1948,NA,0.283,-0.465
100,House,FL,2,D,G000382,Grant,James,William,NA,95415,1943,NA,-0.218,0.958
100,NA,NA,NA,NA,G000386,Grassley,Charles,Ernest,NA,NA,NA,NA,NA,NA
100,House,PA,2,D,G000402,Gray,William,Herbert,NA,14629,1941,2013,-0.511,-0.219
100,House,IL,22,D,G000400,Gray,Kenneth,James,NA,15101,1924,2014,-0.438,0.615
100,House,NY,15,R,G000417,Green,Sedgwick,William,Bill,14471,1929,2002,-0.044,-0.733
100,House,NH,2,R,G000445,Gregg,Judd,Alan,NA,14826,1947,NA,0.429,-0.737
100,House,NJ,14,D,G000511,Guarini,Frank,Joseph,NA,14631,1924,NA,-0.295,-0.047
100,House,WI,3,R,G000524,Gunderson,Steven,Craig,NA,14827,1951,NA,0.203,-0.293
100,House,TX,4,D,H000067,Hall,Ralph,Moody,NA,14828,1923,NA,0.096,0.995
100,House,OH,3,D,H000074,Hall,Tony,Patrick,NA,14632,1942,NA,-0.28,0.155
100,House,IN,9,D,H000114,Hamilton,Lee,Herbert,NA,10732,1931,NA,-0.171,-0.053
100,House,AR,3,R,H000124,Hammerschmidt,John,Paul,NA,11020,1922,2015,0.253,0.239
100,House,UT,1,R,H000172,Hansen,James,Vear,NA,14829,1932,NA,0.496,0.143
100,NA,NA,NA,NA,H000206,Harkin,Thomas,Richard,Tom,NA,NA,NA,NA,NA
100,House,AL,7,D,H000236,Harris,Claude,NA,NA,15416,1940,1994,-0.085,0.593
100,House,IL,14,R,H000323,Hastert,John,Dennis,NA,15417,1942,NA,0.443,-0.122
100,NA,NA,NA,NA,H000338,Hatch,Orrin,Grant,NA,NA,NA,NA,NA,NA
100,House,GA,2,D,H000340,Hatcher,Charles,Floyd,NA,14831,1939,NA,-0.202,0.722
100,NA,NA,NA,NA,H000343,Hatfield,Mark,Odom,NA,NA,NA,NA,NA,NA
100,House,CA,29,D,H000367,Hawkins,Augustus,Freeman,Gus,10595,1907,2007,-0.517,-0.369
100,House,LA,7,D,H000390,Hayes,James,Allison,NA,15418,1946,NA,-0.057,0.755
100,House,IL,1,D,H000388,Hayes,Charles,Arthur,NA,15079,1918,1997,-0.656,-0.395
100,NA,NA,NA,NA,H000439,Hecht,Jacob,Chic,NA,NA,NA,NA,NA,NA
100,House,CO,5,R,H000444,Hefley,Joel,M.,NA,15419,1935,NA,0.591,0.13
100,NA,NA,NA,NA,H000445,Heflin,Howell,Thomas,NA,NA,NA,NA,NA,NA
100,House,NC,8,D,H000448,Hefner,Willie,Gathrel,Bill,14233,1930,2009,-0.264,0.609
100,NA,NA,NA,NA,H000456,Heinz,Henry,John,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,H000463,Helms,Jesse,NA,NA,NA,NA,NA,NA,NA
100,House,MI,5,R,H000514,Henry,Paul,B.,NA,15103,1942,1993,0.264,-0.773
100,House,CA,2,R,H000528,Herger,Walter,William,Wally,15420,1945,NA,0.551,0.117
100,House,MI,14,D,H000547,Hertel,Dennis,Mark,NA,14833,1948,NA,-0.345,-0.223
100,House,IN,3,R,H000586,Hiler,John,Patrick,NA,14834,1953,NA,0.413,-0.35
100,House,NY,1,D,H000670,Hochbrueckner,George,Joseph,NA,15421,1938,NA,-0.348,0.117
100,NA,NA,NA,NA,H000725,Hollings,Ernest,Frederick,Fritz,NA,NA,NA,NA,NA
100,House,LA,8,R,H000729,Holloway,Clyde,Cecil,NA,15422,1943,NA,0.475,0.004
100,House,KY,6,R,H000776,Hopkins,Larry,Jones,NA,14635,1933,NA,0.347,-0.242
100,House,NY,29,R,H000797,Horton,Frank,Jefferson,NA,10596,1919,2004,-0.004,-0.359
100,House,NY,34,R,H000814,Houghton,Amory,NA,NA,15423,1926,NA,0.154,-0.281
100,House,NJ,3,D,H000840,Howard,James,John,NA,10739,1927,1988,-0.431,-0.018
100,House,MD,5,D,H000874,Hoyer,Steny,Hamilton,NA,14873,1939,NA,-0.38,0.117
100,House,KY,1,D,H000878,Hubbard,Carroll,NA,NA,14237,1937,NA,-0.038,0.476
100,House,LA,5,D,H000901,Huckaby,Thomas,Jerald,NA,14427,1941,NA,-0.009,0.507
100,House,NJ,2,D,H000930,Hughes,William,John,NA,14238,1932,NA,-0.153,-0.204
100,NA,NA,NA,NA,H000951,Humphrey,Gordon,John,NA,NA,NA,NA,NA,NA
100,House,CA,45,R,H000981,Hunter,Duncan,Lee,NA,14835,1948,NA,0.47,0.02
100,House,FL,1,D,H001018,Hutto,Earl,Dewitt,NA,14636,1926,NA,-0.007,0.732
100,House,IL,6,R,H001022,Hyde,Henry,John,NA,14239,1924,2007,0.312,-0.18
100,House,OK,1,R,I000024,Inhofe,James,Mountain,NA,15424,1934,NA,0.553,0.042
100,NA,NA,NA,NA,I000025,Inouye,Daniel,Ken,NA,NA,NA,NA,NA,NA
100,House,FL,10,R,I000029,Ireland,Andrew,Poysell,Andy,14428,1930,NA,0.42,-0.312
100,House,IN,10,D,J000033,Jacobs,Andrew,NA,NA,10742,1932,2013,-0.07,-0.846
100,House,VT,1,R,J000072,Jeffords,James,Merrill,NA,14240,1934,2014,0.014,-0.687
100,House,GA,9,D,J000083,Jenkins,Edgar,Lanier,Ed,14429,1933,2012,-0.116,0.678
100,House,CT,6,R,J000163,Johnson,Nancy,Lee,NA,15028,1935,NA,0.122,-0.513
100,House,SD,1,D,J000177,Johnson,Timothy,Peter,Tim,15425,1946,NA,-0.25,0.143
100,NA,NA,NA,NA,J000189,Johnston,John,Bennett,NA,NA,NA,NA,NA,NA
100,House,NC,1,D,J000256,Jones,Walter,Beaman,NA,10788,1913,1992,-0.259,0.941
100,House,TN,8,D,J000216,Jones,Ed,NA,NA,12038,1912,1999,-0.245,0.827
100,House,IN,5,D,J000265,Jontz,James,Prather,NA,15426,1951,2007,-0.357,-0.286
100,House,PA,11,D,K000008,Kanjorski,Paul,E.,NA,15104,1937,NA,-0.303,0.364
100,House,OH,9,D,K000009,Kaptur,Marcia,Carolyn,Marcy,15029,1946,NA,-0.35,0.109
100,NA,NA,NA,NA,K000011,Karnes,David,Kemp,NA,NA,NA,NA,NA,NA
100,House,OH,12,R,K000016,Kasich,John,Richard,NA,15030,1952,NA,0.314,0.013
100,NA,NA,NA,NA,K000017,Kassebaum,Nancy,Landon,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,K000019,Kasten,Robert,Walter,NA,NA,NA,NA,NA,NA
100,House,WI,2,D,K000020,Kastenmeier,Robert,William,NA,5101,1924,2015,-0.514,-0.452
100,House,NY,31,R,K000086,Kemp,Jack,French,NA,13020,1935,2009,0.3,-0.133
100,NA,NA,NA,NA,K000105,Kennedy,Edward,Moore,Ted,NA,NA,NA,NA,NA
100,House,MA,8,D,K000110,Kennedy,Joseph,Patrick,NA,15427,1952,NA,-0.413,-0.453
100,House,CT,1,D,K000118,Kennelly,Barbara,Bailey,NA,14877,1936,NA,-0.346,-0.13
100,NA,NA,NA,NA,K000148,Kerry,John,Forbes,NA,NA,NA,NA,NA,NA
100,House,MI,7,D,K000172,Kildee,Dale,Edward,NA,14430,1929,NA,-0.385,0.011
100,House,WI,4,D,K000259,Kleczka,Gerald,Daniel,NA,15082,1943,NA,-0.322,-0.093
100,House,AZ,5,R,K000306,Kolbe,James,Thomas,NA,15105,1942,NA,0.351,-0.534
100,House,PA,4,D,K000307,Kolter,Joseph,Paul,NA,15031,1926,NA,-0.28,0.388
100,House,CA,12,R,K000309,Konnyu,Ernest,Leslie,NA,15428,1937,NA,0.372,-0.345
100,House,PA,8,D,K000319,Kostmayer,Peter,Houston,NA,14431,1946,NA,-0.298,-0.573
100,House,AZ,4,R,K000352,Kyl,Jon,Llewellyn,NA,15429,1942,NA,0.548,-0.413
100,House,NY,32,D,L000556,Lafalce,John,Joseph,NA,14248,1939,NA,-0.357,0.112
100,House,CA,19,R,L000020,Lagomarsino,Robert,John,NA,14071,1926,NA,0.378,-0.267
100,House,NC,3,D,L000045,Lancaster,H.,Martin,NA,15430,1943,NA,-0.134,0.416
100,House,CA,11,D,L000090,Lantos,Thomas,Peter,NA,14837,1928,2008,-0.376,-0.033
100,House,OH,5,R,L000116,Latta,Delbert,Leroy,NA,5495,1920,2016,0.391,-0.084
100,NA,NA,NA,NA,L000123,Lautenberg,Frank,Raleigh,NA,NA,NA,NA,NA,NA
100,House,IA,1,R,L000169,Leach,James,Albert Smith,NA,14432,1942,NA,0.141,-0.79
100,NA,NA,NA,NA,L000174,Leahy,Patrick,Joseph,NA,NA,NA,NA,NA,NA
100,House,TX,11,D,L000180,Leath,James,Marvin,NA,14641,1931,2000,0.049,0.999
100,House,CA,18,D,L000225,Lehman,Richard,Henry,NA,15032,1948,NA,-0.27,-0.036
100,House,FL,17,D,L000226,Lehman,William,NA,NA,14029,1913,2005,-0.483,-0.001
100,House,TX,18,D,L000237,Leland,George,Thomas,Mickey,14643,1944,1989,-0.596,-0.228
100,House,NY,4,R,L000243,Lent,Norman,Frederick,NA,13021,1931,2012,0.183,-0.24
100,House,MI,17,D,L000263,Levin,Sander,Martin,NA,15033,1931,NA,-0.379,-0.091
100,NA,NA,NA,NA,L000261,Levin,Carl,NA,NA,NA,NA,NA,NA,NA
100,House,CA,27,D,L000264,Levine,Meldon,Edises,NA,15034,1943,NA,-0.436,-0.24
100,House,FL,12,R,L000295,Lewis,Thomas,F.,NA,15035,1924,2003,0.387,-0.324
100,House,CA,35,R,L000274,Lewis,Charles,Jeremy,Jerry,14644,1934,NA,0.348,-0.101
100,House,GA,5,D,L000287,Lewis,John,R.,NA,15431,1940,NA,-0.589,-0.221
100,House,IA,5,R,L000305,Lightfoot,James,Ross,NA,15106,1938,NA,0.391,-0.211
100,House,IL,5,D,L000342,Lipinski,William,Oliver,NA,15036,1937,NA,-0.176,0.3
100,House,LA,1,R,L000371,Livingston,Robert,Linlithgow,NA,14469,1943,NA,0.326,0.109
100,House,TN,3,D,L000381,Lloyd,Marilyn,Laird,NA,14251,1929,NA,-0.058,0.452
100,House,MS,5,R,L000447,Lott,Chester,Trent,NA,14031,1941,NA,0.39,0.194
100,House,CA,41,R,L000479,Lowery,William,David,NA,14839,1947,NA,0.33,-0.254
100,House,WA,7,D,L000486,Lowry,Michael,Edward,NA,14646,1939,NA,-0.401,-0.563
100,NA,NA,NA,NA,L000504,Lugar,Richard,Green,NA,NA,NA,NA,NA,NA
100,House,NM,1,R,L000506,Lujan,Manuel,NA,NA,12022,1928,NA,0.272,-0.059
100,House,OH,1,D,L000508,Luken,Thomas,Andrew,NA,14070,1925,NA,-0.163,-0.077
100,House,OH,8,R,L000509,Lukens,Donald,Edgar,NA,11028,1931,2010,0.459,-0.273
100,House,CA,42,R,L000517,Lungren,Daniel,Edward,NA,14647,1946,NA,0.497,-0.054
100,House,FL,6,D,M000023,MacKay,Kenneth,Hood,Buddy,15038,1933,NA,-0.13,-0.117
100,House,FL,13,R,M000019,Mack,Connie,NA,NA,15037,1940,NA,0.466,-0.321
100,House,IL,15,R,M000041,Madigan,Edward,Rell,NA,14033,1936,1994,0.247,-0.396
100,House,NY,9,D,M000117,Manton,Thomas,J.,NA,15107,1932,2006,-0.361,0.382
100,House,MA,7,D,M000133,Markey,Edward,John,NA,14435,1946,NA,-0.512,-0.457
100,House,MT,2,R,M000139,Marlenee,Ronald,Charles,NA,14437,1935,NA,0.393,-0.212
100,House,IL,16,R,M000195,Martin,Lynn,Morley,NA,14841,1939,NA,0.345,-0.67
100,House,NY,26,R,M000174,Martin,David,O'Brien,NA,14840,1944,2012,0.232,-0.232
100,House,CA,30,D,M000206,Martinez,Matthew,G.,NA,14879,1929,2011,-0.341,0.106
100,House,CA,3,D,M000249,Matsui,Robert,T.,NA,14649,1941,2005,-0.404,-0.03
100,NA,NA,NA,NA,M000250,Matsunaga,Spark,Masayuki,NA,NA,NA,NA,NA,NA
100,House,MA,6,D,M000264,Mavroules,Nicholas,James,NA,14650,1929,2003,-0.342,-0.023
100,House,KY,3,D,M000291,Mazzoli,Romano,Louis,NA,13024,1932,NA,-0.186,-0.016
100,NA,NA,NA,NA,M000303,McCain,John,Sidney,NA,NA,NA,NA,NA,NA
100,House,CA,37,R,M000306,McCandless,Alfred,A.,NA,15040,1927,NA,0.474,-0.225
100,House,IN,8,D,M000342,McCloskey,Francis,Xavier,NA,15041,1939,2003,-0.336,0.094
100,NA,NA,NA,NA,M000346,McClure,James,Albertus,NA,NA,NA,NA,NA,NA
100,House,FL,5,R,M000350,McCollum,Ira,William,Bill,14842,1944,NA,0.377,-0.101
100,NA,NA,NA,NA,M000355,McConnell,Addison,Mitchell,Mitch,NA,NA,NA,NA,NA
100,House,LA,4,R,M000388,McCrery,James,O.,NA,15451,1949,NA,0.362,0.08
100,House,OK,4,D,M000398,McCurdy,David,Keith,NA,14843,1950,NA,-0.112,0.299
100,House,PA,10,R,M000399,McDade,Joseph,Michael,NA,10607,1931,NA,0.093,-0.355
100,House,OH,6,R,M000432,McEwen,Bob,NA,NA,14844,1950,NA,0.359,0.089
100,House,NY,5,R,M000458,McGrath,Raymond,Joseph,NA,14845,1942,NA,0.185,-0.45
100,House,NY,28,D,M000473,McHugh,Matthew,Francis,NA,14253,1938,NA,-0.353,-0.227
100,House,CT,4,R,M000527,McKinney,Stewart,Brett,NA,13029,1931,1987,-0.006,-0.609
100,House,NC,9,R,M000566,McMillan,John,Alexander,Alex,15108,1932,NA,0.294,-0.248
100,House,MD,4,D,M000573,McMillen,Charles,Thomas,NA,15432,1952,NA,-0.214,0.082
100,NA,NA,NA,NA,M000635,Melcher,John,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,M000678,Metzenbaum,Howard,Morton,NA,NA,NA,NA,NA,NA
100,House,KS,3,R,M000684,Meyers,Jan,NA,NA,15109,1928,NA,0.208,-0.541
100,House,MD,7,D,M000687,Mfume,Kweisi,NA,NA,15433,1948,NA,-0.448,-0.431
100,House,FL,14,D,M000688,Mica,Daniel,Andrew,NA,14648,1944,NA,-0.184,0.363
100,House,IL,18,R,M000692,Michel,Robert,Henry,NA,6455,1923,NA,0.372,-0.157
100,NA,NA,NA,NA,M000702,Mikulski,Barbara,Ann,NA,NA,NA,NA,NA,NA
100,House,OH,10,R,M000718,Miller,Clarence,E.,NA,11034,1917,2011,0.416,-0.304
100,House,WA,1,R,M000736,Miller,John,Ripin,NA,15110,1938,NA,0.168,-0.555
100,House,CA,7,D,M000725,Miller,George,NA,NA,14256,1945,NA,-0.552,-0.398
100,House,CA,13,D,M000794,Mineta,Norman,Y.,NA,14257,1931,NA,-0.479,-0.01
100,NA,NA,NA,NA,M000811,Mitchell,George,John,NA,NA,NA,NA,NA,NA
100,House,MA,9,D,M000834,Moakley,John,Joseph,NA,14039,1927,2001,-0.418,-0.054
100,House,NY,14,R,M000842,Molinari,Guy,Victor,NA,14846,1928,NA,0.255,-0.465
100,House,WV,1,D,M000844,Mollohan,Alan,Bowlby,NA,15083,1943,NA,-0.292,0.657
100,House,MS,3,D,M000865,Montgomery,Gillespie,V.,Sonny,11035,1920,2006,0.017,1
100,House,WI,5,D,M000881,Moody,Jim,NA,NA,15044,1935,NA,-0.347,-0.566
100,House,CA,22,R,M000926,Moorhead,Carlos,John,NA,14040,1922,2011,0.465,-0.119
100,House,MD,8,R,M000941,Morella,Constance,A.,NA,15434,1931,NA,-0.018,-0.893
100,House,CT,3,D,M000992,Morrison,Bruce,Andrew,NA,15045,1944,NA,-0.396,-0.59
100,House,WA,4,R,M000999,Morrison,Sidney,Wallace,NA,14847,1933,NA,0.153,-0.158
100,NA,NA,NA,NA,M001054,Moynihan,Daniel,Patrick,NA,NA,NA,NA,NA,NA
100,House,NY,3,D,M001057,Mrazek,Robert,Jan,NA,15046,1945,NA,-0.349,-0.281
100,NA,NA,NA,NA,M001085,Murkowski,Frank,Hughes,NA,NA,NA,NA,NA,NA
100,House,PA,22,D,M001088,Murphy,Austin,John,NA,14441,1927,NA,-0.081,-0.357
100,House,PA,12,D,M001120,Murtha,John,Patrick,NA,14072,1932,2010,-0.265,0.569
100,House,IN,7,R,M001130,Myers,John,Thomas,NA,11036,1927,2015,0.236,0.254
100,House,IA,3,D,N000003,Nagle,David,Ray,NA,15435,1943,NA,-0.349,-0.052
100,House,KY,2,D,N000009,Natcher,William,Huston,NA,6845,1909,1994,-0.288,0.575
100,House,NC,5,D,N000016,Neal,Stephen,Lybrook,NA,14262,1934,NA,-0.145,0.112
100,House,FL,11,D,N000032,Nelson,Clarence,William,Bill,14651,1942,NA,-0.193,0.337
100,House,AL,3,D,N000095,Nichols,William,Flynt,NA,11037,1918,1988,-0.042,0.872
100,NA,NA,NA,NA,N000102,Nickles,Donald,Lee,NA,NA,NA,NA,NA,NA
100,House,UT,3,R,N000106,Nielson,Howard,Curtis,NA,15047,1924,NA,0.505,0.119
100,House,NY,33,D,N000163,Nowak,Henry,James,NA,14264,1935,NA,-0.332,-0.123
100,NA,NA,NA,NA,N000171,Nunn,Samuel,Augustus,NA,NA,NA,NA,NA,NA
100,House,OH,20,D,O000001,Oakar,Mary,Rose,NA,14443,1940,NA,-0.4,0.07
100,House,MN,8,D,O000006,Oberstar,James,Louis,NA,14265,1934,2014,-0.553,0.304
100,House,WI,7,D,O000007,Obey,David,Ross,NA,12036,1938,NA,-0.45,-0.063
100,House,VA,6,D,O000069,Olin,James,R.,NA,15048,1920,2006,-0.119,0.05
100,House,TX,27,D,O000107,Ortiz,Solomon,P.,NA,15049,1937,NA,-0.272,0.712
100,House,NY,12,D,O000159,Owens,Major,Robert Odell,NA,15050,1936,2013,-0.569,-0.516
100,House,UT,2,D,O000156,Owens,Douglas,Wayne,NA,14042,1937,2002,-0.253,-0.237
100,House,OH,4,R,O000163,Oxley,Michael,Garver,NA,14875,1944,2016,0.382,-0.093
100,House,CA,43,R,P000005,Packard,Ronald,C.,NA,15051,1931,NA,0.419,0.152
100,NA,NA,NA,NA,P000009,Packwood,Robert,William,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,P000034,Pallone,Frank,NA,NA,NA,NA,NA,NA,NA
100,House,CA,16,D,P000047,Panetta,Leon,Edward,NA,14444,1938,NA,-0.258,-0.186
100,House,VA,8,R,P000080,Parris,Stanford,E.,NA,14043,1929,2010,0.287,-0.179
100,House,CA,17,R,P000097,Pashayan,Charles,NA,NA,14652,1941,NA,0.282,-0.232
100,House,SC,4,D,P000112,Patterson,Elizabeth,J.,NA,15171,1939,NA,-0.055,0.229
100,House,VA,5,D,P000152,Payne,Lewis,Franklin,NA,15452,1945,NA,-0.148,0.418
100,House,OH,13,D,P000170,Pease,Donald,James,NA,14445,1931,2002,-0.308,-0.329
100,NA,NA,NA,NA,P000193,Pell,Claiborne,de Borda,NA,NA,NA,NA,NA,NA
100,House,CA,5,D,P000197,Pelosi,Nancy,NA,NA,15448,1940,NA,-0.49,-0.206
100,House,MN,1,D,P000215,Penny,Timothy,Joseph,NA,15052,1951,NA,-0.051,-0.502
100,House,FL,18,D,P000218,Pepper,Claude,Denson,NA,7333,1900,1989,-0.422,0.357
100,House,KY,7,D,P000229,Perkins,Carl,Christopher,NA,15228,1954,NA,-0.56,0.793
100,House,WI,6,R,P000265,Petri,Thomas,Evert,NA,14675,1940,NA,0.379,-0.367
100,House,VA,2,D,P000326,Pickett,Owen,Bradford,NA,15437,1930,2010,-0.149,0.555
100,House,TX,10,D,P000328,Pickle,James,Jarrell,Jake,10614,1913,2005,-0.218,0.523
100,House,IL,10,R,P000444,Porter,John,Edward,NA,14677,1935,NA,0.217,-0.604
100,NA,NA,NA,NA,P000513,Pressler,Larry,Lee,NA,NA,NA,NA,NA,NA
100,House,NC,4,D,P000523,Price,David,Eugene,NA,15438,1940,NA,-0.343,-0.031
100,House,IL,21,D,P000522,Price,Charles,Melvin,NA,7610,1905,1988,-0.429,0.346
100,NA,NA,NA,NA,P000553,Proxmire,William,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,P000556,Pryor,David,Hampton,NA,NA,NA,NA,NA,NA
100,House,MI,2,R,P000574,Pursell,Carl,Duane,NA,14446,1932,2009,0.12,-0.557
100,NA,NA,NA,NA,Q000007,Quayle,James,Danforth,Dan,NA,NA,NA,NA,NA
100,House,TN,1,R,Q000013,Quillen,James,Henry,NA,10616,1916,2003,0.246,0.23
100,House,WV,4,D,R000011,Rahall,Nick,Joe,NA,14448,1949,NA,-0.306,0.45
100,House,NY,16,D,R000053,Rangel,Charles,B.,NA,13035,1930,NA,-0.514,-0.341
100,House,SC,1,R,R000072,Ravenel,Arthur,NA,NA,15439,1927,NA,0.162,-0.119
100,House,GA,3,D,R000080,Ray,Richard,Belmont,NA,15053,1927,1999,0.035,0.56
100,House,OH,16,R,R000141,Regula,Ralph,Straus,NA,14045,1924,NA,0.221,-0.223
100,NA,NA,NA,NA,R000146,Reid,Harry,NA,NA,NA,NA,NA,NA,NA
100,House,AZ,1,R,R000189,Rhodes,John,Jacob,NA,15440,1943,2011,0.407,-0.249
100,House,NM,3,D,R000229,Richardson,Bill,NA,NA,15055,1947,NA,-0.321,0.227
100,House,PA,21,R,R000243,Ridge,Thomas,Joseph,NA,15056,1945,NA,0.186,-0.669
100,NA,NA,NA,NA,R000249,Riegle,Donald,Wayne,NA,NA,NA,NA,NA,NA
100,House,NJ,7,R,R000262,Rinaldo,Matthew,John,NA,14046,1931,2008,0.023,-0.392
100,House,PA,15,R,R000277,Ritter,Donald,Lawrence,NA,14654,1940,NA,0.268,-0.154
100,House,KS,1,R,R000307,Roberts,Charles,Patrick,Pat,14852,1936,NA,0.413,-0.09
100,House,AR,2,D,R000354,Robinson,Tommy,Franklin,NA,15122,1942,NA,-0.013,0.423
100,NA,NA,NA,NA,R000361,Rockefeller,John,Davison,Jay,NA,NA,NA,NA,NA
100,House,NJ,10,D,R000374,Rodino,Peter,Wallace,NA,8010,1909,2005,-0.435,-0.224
100,House,NJ,8,D,R000383,Roe,Robert,A.,NA,12042,1924,2014,-0.326,0.123
100,House,LA,4,D,R000384,Roemer,Charles,Elson,Buddy,14853,1943,NA,0.178,-0.415
100,House,KY,5,R,R000395,Rogers,Harold,Dallas,Hal,14854,1937,NA,0.337,0.113
100,House,NC,7,D,R000436,Rose,Charles,Grandison,NA,14048,1939,2012,-0.319,0.573
100,House,IL,8,D,R000458,Rostenkowski,Daniel,David,NA,8080,1928,2010,-0.39,0.246
100,House,WI,8,R,R000459,Roth,Toby,A.,NA,14655,1938,NA,0.351,-0.21
100,NA,NA,NA,NA,R000460,Roth,William,Victor,NA,NA,NA,NA,NA,NA
100,House,NJ,5,R,R000465,Roukema,Margaret,Scafati,NA,14855,1929,2014,0.162,-0.701
100,House,GA,8,D,R000481,Rowland,James,Roy,NA,15057,1926,NA,-0.127,0.616
100,House,CT,5,R,R000482,Rowland,John,NA,NA,15123,1957,NA,0.169,-0.399
100,House,CA,25,D,R000485,Roybal,Edward,R.,NA,10621,1916,2005,-0.61,-0.141
100,NA,NA,NA,NA,R000497,Rudman,Warren,Bruce,NA,NA,NA,NA,NA,NA
100,House,IL,3,D,R000543,Russo,Martin,Anthony,NA,14271,1944,NA,-0.192,-0.209
100,House,MN,5,D,S000005,Sabo,Martin,Olav,NA,14656,1938,2016,-0.516,-0.317
100,House,HI,1,R,S000014,Saiki,Patricia,NA,NA,15441,1930,NA,0.096,-0.371
100,NA,NA,NA,NA,S000055,Sanford,(James),Terry,James,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,S000064,Sarbanes,Paul,Spyros,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,S000068,Sasser,James,Ralph,NA,NA,NA,NA,NA,NA
100,House,IL,2,D,S000081,Savage,Gus,NA,NA,14856,1925,2015,-0.671,-0.39
100,House,OH,14,D,S000094,Sawyer,Thomas,Charles,NA,15442,1945,NA,-0.377,-0.114
100,House,NJ,13,R,S000097,Saxton,Hugh,James,NA,15112,1943,NA,0.238,-0.378
100,House,CO,6,R,S000109,Schaefer,Daniel,NA,NA,15058,1936,2006,0.479,-0.123
100,House,NY,8,D,S000124,Scheuer,James,Haas,NA,10768,1920,2005,-0.478,-0.349
100,House,RI,2,R,S000136,Schneider,Claudine,NA,NA,14857,1947,NA,-0.026,-0.733
100,House,CO,1,D,S000142,Schroeder,Patricia,Scott,NA,14051,1940,NA,-0.225,-0.974
100,House,MI,10,R,S000143,Schuette,Bill,NA,NA,15114,1953,NA,0.28,-0.467
100,House,PA,5,R,S000146,Schulze,Richard,Taylor,NA,14273,1929,NA,0.271,-0.036
100,House,NY,10,D,S000148,Schumer,Charles,Ellis,Chuck,14858,1950,NA,-0.359,-0.404
100,House,WI,9,R,S000244,Sensenbrenner,Frank,James,NA,14657,1943,NA,0.638,-0.579
100,House,IN,2,D,S000294,Sharp,Philip,Riley,NA,14274,1942,NA,-0.166,-0.283
100,House,FL,15,R,S000303,Shaw,Eugene,Clay,NA,14860,1939,2013,0.3,-0.142
100,House,CT,4,R,S001144,Shays,Christopher,H.,NA,15449,1945,NA,0.129,-0.992
100,NA,NA,NA,NA,S000320,Shelby,Richard,C.,NA,NA,NA,NA,NA,NA
100,House,CA,14,R,S000393,Shumway,Norman,David,NA,14660,1934,NA,0.556,0.39
100,House,PA,9,R,S000394,Shuster,E.,G.,Bud,14052,1932,NA,0.416,0.144
